temp,location,clouds,pressure,rain,time_stamp,humidity,wind
41.46,South Station,0.92,991.49,,1543424527,0.63,9.25
20.49,Back Bay,0.51,1029.45,,1544687101,0.59,3.54
20.49,Beacon Hill,0.51,1029.46,,1544687101,0.59,3.6
20.24,Boston University,0.5,1029.46,,1544687101,0.59,3.45
20.31,Fenway,0.51,1029.45,,1544687101,0.59,3.45
20.68,Financial District,0.51,1029.45,,1544687101,0.59,3.65
20.59,Haymarket Square,0.51,1029.45,,1544687101,0.59,3.66
20.64,North End,0.51,1029.45,,1544687101,0.59,3.68
20.53,North Station,0.51,1029.46,,1544687101,0.59,3.65
20.44,Northeastern University,0.51,1029.45,,1544687101,0.59,3.48
20.7,South Station,0.52,1029.45,,1544687101,0.59,3.64
20.59,Theatre District,0.51,1029.45,,1544687101,0.59,3.6
20.49,West End,0.51,1029.46,,1544687101,0.59,3.63
35.01,Back Bay,0.16,991.78,,1543390270,0.8,6.55
35,Beacon Hill,0.15,991.77,,1543390270,0.8,6.58
35.01,Boston University,0.16,991.78,,1543390270,0.8,6.43
34.9,Fenway,0.16,991.79,,1543390270,0.8,6.47
35.8,Financial District,0.13,991.56,,1543390270,0.77,6.7
35.03,Haymarket Square,0.15,991.76,,1543390270,0.8,6.63
35.06,North End,0.15,991.75,,1543390270,0.8,6.65
35.02,North Station,0.15,991.75,,1543390270,0.8,6.6
34.89,Northeastern University,0.16,991.79,,1543390270,0.8,6.52
35.8,South Station,0.15,991.77,,1543390270,0.77,6.66
34.94,Theatre District,0.15,991.77,,1543390270,0.8,6.62
34.97,West End,0.15,991.76,,1543390270,0.8,6.59
50.86,Back Bay,1,1003.26,,1543787574,0.93,3.87
50.77,Beacon Hill,1,1003.25,,1543787574,0.94,3.91
50.8,Boston University,1,1003.27,,1543787574,0.93,3.8
50.82,Fenway,1,1003.27,,1543787574,0.94,3.81
51.75,Financial District,1,1003.25,,1543787574,0.9,3.95
50.78,Haymarket Square,1,1003.25,,1543787574,0.93,3.95
50.81,North End,1,1003.25,,1543787574,0.93,3.96
50.74,North Station,1,1003.25,,1543787574,0.93,3.93
50.88,Northeastern University,1,1003.27,,1543787574,0.94,3.84
51.78,South Station,1,1003.25,,1543787574,0.9,3.95
50.83,Theatre District,1,1003.25,,1543787574,0.94,3.92
50.72,West End,1,1003.25,,1543787574,0.94,3.92
45.74,Theatre District,0.91,1021.45,,1544867102,0.91,5.86
40.41,Boston University,1,1014.17,,1543213443,0.91,1.2
40.57,Haymarket Square,1,1014.18,,1543213443,0.92,1.36
40.61,North End,1,1014.18,,1543213443,0.91,1.38
41.76,Beacon Hill,1,1011.52,0.051,1545007502,0.83,10.8
41.77,Boston University,0.95,1011.24,0.061,1545007502,0.83,10.49
41.55,Fenway,0.96,1011.23,0.063,1545007502,0.84,10.58
42.79,Financial District,1,1011.51,0.047,1545007502,0.8,10.96
41.61,Northeastern University,0.95,1011.22,0.0599,1545007502,0.84,10.68
42.68,South Station,0.95,1011.19,0.047,1545007502,0.81,10.93
41.6,West End,1,1011.53,0.05,1545007502,0.84,10.8
48.26,Back Bay,1,1002.89,,1543794774,0.94,3.92
48.15,Beacon Hill,1,1002.89,,1543794774,0.94,3.96
48.24,Fenway,1,1002.9,,1543794774,0.94,3.86
48.86,Financial District,1,1002.89,,1543794774,0.92,4.01
48.11,Haymarket Square,1,1002.89,,1543794774,0.94,4
48.13,North End,1,1002.89,,1543794774,0.94,4.02
48.08,North Station,1,1002.89,,1543794774,0.94,3.99
48.25,Northeastern University,1,1002.9,,1543794774,0.94,3.89
48.88,South Station,1,1002.89,,1543794774,0.92,4.01
48.14,Theatre District,1,1002.89,,1543794774,0.94,3.98
48.07,West End,1,1002.89,,1543794774,0.94,3.98
23.83,Back Bay,0.64,1006.85,,1545133502,0.53,16.13
23.83,Beacon Hill,0.64,1006.83,,1545133502,0.53,16.17
23.6,West End,0.64,1006.83,,1545133502,0.54,16.18
43.18,Beacon Hill,0.97,1014.51,,1543244708,0.91,3.44
43.25,South Station,0.97,1014.51,,1543244708,0.91,3.53
43.25,West End,0.97,1014.51,,1543244708,0.9,3.45
37.56,Back Bay,0.54,991.8,,1543411928,0.7,7.1
38.35,North Station,0.59,991.7,,1543411928,0.68,6.88
50.76,Back Bay,0.7,1000.22,,1543870374,0.56,6.74
50.71,Beacon Hill,0.7,1000.21,,1543870374,0.56,6.79
50.74,Boston University,0.7,1000.23,,1543870374,0.56,6.64
50.68,Fenway,0.7,1000.23,,1543870374,0.56,6.66
51.36,Financial District,0.7,1000.21,,1543870374,0.54,6.85
50.74,Haymarket Square,0.7,1000.21,,1543870374,0.56,6.84
50.77,North End,0.7,1000.21,,1543870374,0.56,6.86
50.71,North Station,0.7,1000.21,,1543870374,0.56,6.82
50.69,Northeastern University,0.7,1000.23,,1543870374,0.56,6.7
51.35,South Station,0.69,1000.21,,1543870374,0.54,6.85
50.68,Theatre District,0.7,1000.22,,1543870374,0.56,6.81
50.67,West End,0.7,1000.21,,1543870374,0.56,6.81
28.51,Back Bay,0.97,1005.33,,1545122701,0.56,15.45
28.42,Beacon Hill,0.97,1005.31,,1545122701,0.56,15.52
28.49,Boston University,0.98,1005.36,,1545122701,0.55,15.23
28.38,Fenway,0.98,1005.36,,1545122701,0.56,15.3
28.89,Financial District,0.96,1005.29,,1545122701,0.55,15.68
28.44,Haymarket Square,0.97,1005.29,,1545122701,0.56,15.62
28.48,North End,0.96,1005.29,,1545122701,0.56,15.66
28.4,North Station,0.97,1005.3,,1545122701,0.56,15.57
28.35,Northeastern University,0.98,1005.35,,1545122701,0.56,15.41
28.87,South Station,0.96,1005.29,,1545122701,0.55,15.69
28.32,Theatre District,0.97,1005.31,,1545122701,0.56,15.61
28.32,West End,0.97,1005.3,,1545122701,0.56,15.55
40.28,Fenway,1,1014.16,,1543213442,0.92,1.22
43.92,South Station,1,1014.18,,1543213442,0.81,1.38
49.48,Back Bay,0.88,1000.11,0.0044,1543841574,0.92,4.49
49.31,Beacon Hill,0.89,1000.1,0.0084,1543841574,0.93,4.48
49.4,Boston University,0.88,1000.11,0.005,1543841574,0.92,4.45
49.63,Fenway,0.88,1000.12,0.0039,1543841574,0.92,4.48
51.16,Financial District,0.89,1000.1,0.0073,1543841574,0.87,4.52
49.38,Haymarket Square,0.89,1000.1,0.0114,1543841574,0.92,4.49
49.38,North End,0.89,1000.1,0.0115,1543841574,0.92,4.5
49.4,North Station,0.89,1000.1,0.0124,1543841574,0.92,4.48
49.67,Northeastern University,0.88,1000.11,0.0032,1543841574,0.92,4.5
51.24,South Station,0.89,1000.1,0.0062,1543841574,0.86,4.53
49.54,Theatre District,0.89,1000.11,0.0062,1543841574,0.92,4.51
49.4,West End,0.89,1000.1,0.0113,1543841574,0.92,4.48
23.83,Back Bay,0.33,1034.01,,1544712301,0.61,3
23.77,Beacon Hill,0.33,1034.02,,1544712301,0.61,3.01
23.86,Haymarket Square,0.33,1034.02,,1544712301,0.61,3.03
23.9,Theatre District,0.33,1034.01,,1544712301,0.61,3.02
38.85,Back Bay,0.76,996.8,,1543452547,0.7,9.67
38.79,Beacon Hill,0.76,996.79,,1543452547,0.7,9.69
38.72,Fenway,0.77,996.82,,1543452547,0.7,9.6
37.27,Financial District,0.76,996.79,,1543452547,0.74,9.78
38.8,Haymarket Square,0.76,996.78,,1543452547,0.7,9.73
38.82,North End,0.75,996.78,,1543452547,0.7,9.75
38.77,North Station,0.76,996.79,,1543452547,0.7,9.7
38.7,Northeastern University,0.77,996.82,,1543452547,0.7,9.67
37.22,South Station,0.76,996.79,,1543452547,0.74,9.79
38.69,Theatre District,0.76,996.79,,1543452547,0.7,9.75
38.72,West End,0.76,996.79,,1543452547,0.7,9.69
42.7,Fenway,1,1015.03,,1544989507,0.76,9.91
42.19,Back Bay,0.89,1015.01,0.0062,1543239310,0.91,3.61
42.2,Beacon Hill,0.89,1015.01,0.0053,1543239310,0.92,3.64
41.98,Boston University,0.89,1015.02,,1543239310,0.92,3.61
41.95,Fenway,0.89,1015.02,,1543239310,0.92,3.58
42.33,Financial District,0.89,1015.01,0.0072,1543239310,0.91,3.63
42.3,Haymarket Square,0.89,1015.01,0.0052,1543239310,0.91,3.66
42.36,North End,0.89,1015.01,0.0052,1543239310,0.91,3.66
42.23,North Station,0.89,1015.01,0.0052,1543239310,0.92,3.67
42.04,Northeastern University,0.89,1015.02,,1543239310,0.92,3.57
42.31,South Station,0.89,1015.01,0.0075,1543239310,0.91,3.62
42.19,Theatre District,0.89,1015.01,0.0063,1543239310,0.92,3.62
42.16,West End,0.89,1015.01,0.0052,1543239310,0.92,3.66
45.39,Back Bay,1,1011.86,,1543257309,0.87,6.11
45.26,North Station,1,1011.88,,1543257309,0.87,6.02
45.42,Northeastern University,1,1011.85,,1543257309,0.87,6.16
44.76,Back Bay,0.99,989.77,,1543317320,0.96,3.3
44.75,Beacon Hill,0.99,989.77,,1543317320,0.96,3.4
44.66,Boston University,0.99,989.78,,1543317320,0.96,3.19
44.69,Fenway,0.99,989.78,,1543317320,0.96,3.17
45.42,Financial District,0.99,989.76,,1543317320,0.94,3.45
44.85,Haymarket Square,0.99,989.76,,1543317320,0.96,3.49
44.88,North End,0.99,989.76,,1543317320,0.96,3.51
44.83,North Station,0.99,989.76,,1543317320,0.96,3.48
44.76,Northeastern University,0.99,989.77,,1543317320,0.96,3.2
45.44,South Station,0.99,989.76,,1543317320,0.94,3.42
44.81,Theatre District,0.99,989.76,,1543317320,0.96,3.38
44.78,West End,0.99,989.77,,1543317320,0.96,3.44
33.53,Back Bay,0.73,1018.85,,1543643574,0.79,3.2
33.54,Beacon Hill,0.74,1018.85,,1543643574,0.79,3.25
33.43,Boston University,0.73,1018.85,,1543643574,0.79,3.14
33.37,Fenway,0.73,1018.86,,1543643574,0.79,3.13
33.57,Financial District,0.74,1018.84,,1543643574,0.79,3.28
33.61,Haymarket Square,0.74,1018.84,,1543643574,0.78,3.29
33.65,North End,0.74,1018.84,,1543643574,0.78,3.3
33.6,North Station,0.74,1018.84,,1543643574,0.78,3.28
33.41,Northeastern University,0.73,1018.86,,1543643574,0.79,3.16
33.54,South Station,0.73,1018.85,,1543643574,0.79,3.27
33.49,Theatre District,0.73,1018.85,,1543643574,0.79,3.25
33.54,West End,0.74,1018.84,,1543643574,0.79,3.27
40.99,Boston University,0.88,1016.05,,1543603975,0.6,1.4
41.85,Back Bay,0.87,1021.55,,1544971501,0.71,7.28
41.73,Beacon Hill,0.87,1021.57,,1544971501,0.72,7.29
41.51,Boston University,0.88,1021.55,,1544971501,0.72,7.14
42.08,Financial District,0.87,1021.57,,1544971501,0.71,7.4
41.95,Haymarket Square,0.87,1021.58,,1544971501,0.71,7.33
41.97,North End,0.87,1021.58,,1544971501,0.71,7.35
41.99,North Station,0.87,1021.58,,1544971501,0.71,7.29
42.06,Northeastern University,0.87,1021.54,,1544971501,0.71,7.3
42.04,Theatre District,0.87,1021.56,,1544971501,0.71,7.37
29.95,Back Bay,0.02,1015.52,,1543571574,0.84,3.24
29.93,Beacon Hill,0.03,1015.52,,1543571574,0.84,3.26
30.05,Boston University,0.02,1015.52,,1543571574,0.83,3.15
29.67,Fenway,0.02,1015.52,,1543571574,0.85,3.19
29.78,Financial District,0.03,1015.52,,1543571574,0.85,3.33
29.81,Haymarket Square,0.03,1015.51,,1543571574,0.84,3.29
29.84,North End,0.03,1015.51,,1543571574,0.84,3.31
29.75,North Station,0.03,1015.51,,1543571574,0.85,3.27
29.67,Northeastern University,0.02,1015.52,,1543571574,0.85,3.24
29.79,South Station,0.03,1015.52,,1543571574,0.85,3.33
29.71,Theatre District,0.03,1015.52,,1543571574,0.85,3.3
29.71,West End,0.03,1015.52,,1543571574,0.85,3.26
44.68,Back Bay,1,1023.32,,1544852701,0.9,6.22
44.54,Beacon Hill,1,1023.21,,1544852701,0.9,6.29
44.78,Boston University,1,1023.33,,1544852701,0.89,6.13
44.48,Fenway,1,1023.28,,1544852701,0.9,6.19
45.14,Financial District,1,1023.26,,1544852701,0.88,6.36
44.58,Haymarket Square,1,1023.31,,1544852701,0.9,6.29
44.52,North End,1,1023.21,,1544852701,0.9,6.36
44.54,North Station,1,1023.31,,1544852701,0.9,6.28
44.43,Northeastern University,1,1023.28,,1544852701,0.9,6.23
45.1,South Station,1,1023.26,,1544852701,0.88,6.36
44.45,Theatre District,1,1023.32,,1544852701,0.91,6.27
44.4,West End,1,1023.21,,1544852701,0.9,6.31
45.24,Beacon Hill,0.89,1021.79,,1544874302,0.91,4.49
46.44,Financial District,0.89,1021.79,,1544874302,0.87,4.55
45.17,Northeastern University,0.9,1021.81,,1544874302,0.92,4.42
46.45,South Station,0.89,1021.79,0.002,1544874302,0.88,4.54
45.26,West End,0.88,1021.79,,1544874302,0.91,4.51
41.72,North Station,0.93,1015.39,0.004,1543237510,0.91,3.55
34.17,Back Bay,0.52,991.62,,1543395154,0.81,4.91
34.13,Beacon Hill,0.52,991.61,,1543395154,0.81,4.93
34.12,Boston University,0.52,991.62,,1543395154,0.81,4.84
34.11,Fenway,0.52,991.63,,1543395154,0.81,4.87
34.53,Financial District,0.52,991.61,,1543395154,0.8,4.98
34.18,Haymarket Square,0.52,991.6,,1543395154,0.81,4.95
34.2,North End,0.52,991.6,,1543395154,0.81,4.96
34.17,North Station,0.52,991.6,,1543395154,0.81,4.93
34.12,Northeastern University,0.53,991.63,,1543395154,0.81,4.9
34.52,South Station,0.52,991.61,,1543395154,0.8,4.98
34.12,Theatre District,0.52,991.62,,1543395154,0.81,4.96
34.12,West End,0.52,991.61,,1543395154,0.81,4.93
40.53,North End,1,1014.19,,1543212732,0.91,1.22
40.4,Theatre District,1,1014.18,,1543212732,0.92,1.19
37.52,Fenway,0.57,998.48,,1543464557,0.71,9.38
20.06,Beacon Hill,0.62,1030.21,,1544690702,0.61,3.73
20.06,West End,0.62,1030.21,,1544690702,0.61,3.76
30.19,Back Bay,0.11,1022.19,,1544400501,0.58,5.09
30.15,Beacon Hill,0.11,1022.18,,1544400501,0.58,5.12
30.15,Boston University,0.11,1022.19,,1544400501,0.58,4.99
30.08,Fenway,0.11,1022.19,,1544400501,0.58,5.01
28.8,Financial District,0.11,1022.18,,1544400501,0.61,5.18
30.19,Haymarket Square,0.11,1022.18,,1544400501,0.58,5.17
30.22,North End,0.11,1022.18,,1544400501,0.58,5.19
30.18,North Station,0.11,1022.18,,1544400501,0.58,5.15
30.09,Northeastern University,0.11,1022.19,,1544400501,0.58,5.05
28.78,South Station,0.11,1022.19,,1544400501,0.61,5.19
30.13,Theatre District,0.11,1022.19,,1544400501,0.58,5.15
30.13,West End,0.11,1022.18,,1544400501,0.58,5.14
44.92,Back Bay,0.99,1008.4,0.0093,1543269909,0.87,7.47
44.91,Beacon Hill,0.99,1008.41,0.0066,1543269909,0.87,7.51
44.81,Boston University,0.98,1008.39,0.0149,1543269909,0.87,7.3
44.8,Fenway,0.98,1008.38,0.013,1543269909,0.87,7.36
45.47,Financial District,0.99,1008.41,0.0045,1543269909,0.85,7.63
44.96,Haymarket Square,0.99,1008.42,0.0045,1543269909,0.86,7.57
45,North End,0.99,1008.42,0.0043,1543269909,0.86,7.6
44.92,North Station,0.99,1008.42,0.0055,1543269909,0.87,7.53
44.9,Theatre District,0.99,1008.4,0.0065,1543269909,0.87,7.58
44.88,West End,0.99,1008.42,0.0056,1543269909,0.87,7.52
44.09,Back Bay,0.58,1006.86,,1543510374,0.53,11.51
44.03,Beacon Hill,0.58,1006.85,,1543510374,0.53,11.59
44.1,Boston University,0.58,1006.87,,1543510374,0.53,11.38
44.01,Financial District,0.57,1006.84,,1543510374,0.53,11.66
44.04,Haymarket Square,0.57,1006.84,,1543510374,0.53,11.67
44.06,North End,0.57,1006.84,,1543510374,0.53,11.7
44.07,North Station,0.58,1006.84,,1543510374,0.53,11.65
44.22,Northeastern University,0.58,1006.86,,1543510374,0.53,11.43
44.07,South Station,0.57,1006.85,,1543510374,0.53,11.65
44.12,Theatre District,0.57,1006.85,,1543510374,0.53,11.6
44.04,West End,0.58,1006.84,,1543510374,0.53,11.62
26.16,Back Bay,0.53,1033.65,,1544715901,0.58,2.78
25.88,Boston University,0.53,1033.66,,1544715901,0.58,2.73
26.24,Fenway,0.53,1033.65,,1544715901,0.58,2.73
25.27,Financial District,0.52,1033.65,,1544715901,0.61,2.84
26.26,Haymarket Square,0.52,1033.66,,1544715901,0.58,2.84
26.28,North End,0.52,1033.66,,1544715901,0.58,2.85
26.28,North Station,0.52,1033.66,,1544715901,0.58,2.83
26.34,Northeastern University,0.53,1033.65,,1544715901,0.58,2.75
25.33,South Station,0.52,1033.65,,1544715901,0.61,2.83
26.24,West End,0.52,1033.66,,1544715901,0.58,2.82
41.04,Fenway,0.98,1014.34,,1543214942,0.92,1.79
41.61,Financial District,0.98,1014.35,,1543214942,0.91,1.82
42.55,Back Bay,1,1017.4,,1544982302,0.72,9.75
42.52,Beacon Hill,1,1017.42,,1544982302,0.72,9.8
42.49,Fenway,1,1017.39,,1544982302,0.72,9.63
43.32,Financial District,1,1017.24,,1544982302,0.71,10.16
42.49,North Station,1,1017.43,,1544982302,0.72,9.84
42.47,Northeastern University,1,1017.39,,1544982302,0.72,9.7
42.83,South Station,1,1017.4,,1544982302,0.71,9.91
42.43,Theatre District,1,1017.4,,1544982302,0.72,9.85
42.45,West End,1,1017.42,,1544982302,0.72,9.82
29.92,Back Bay,0.72,1035.07,,1544762702,0.71,1.58
29.94,Beacon Hill,0.72,1035.07,,1544762702,0.71,1.6
29.85,Boston University,0.73,1035.07,,1544762702,0.71,1.54
29.43,Fenway,0.74,1034.78,,1544762702,0.72,1.27
29.61,Financial District,0.72,1034.78,,1544762702,0.72,1.4
29.87,North Station,0.72,1035.07,,1544762702,0.72,1.61
29.74,Northeastern University,0.72,1035.07,,1544762702,0.72,1.57
29.47,West End,0.73,1034.78,,1544762702,0.72,1.37
43.76,Theatre District,0.99,1002.57,0.1354,1543286721,0.9,11.53
44.51,Theatre District,1,1008.4,0.029,1543273935,0.88,9.51
40.92,Back Bay,0.97,989.79,,1543337120,0.84,9.83
40.83,Beacon Hill,0.96,990.25,,1543337120,0.83,12.34
41.09,Boston University,0.96,990.27,,1543337120,0.82,11.78
41.31,Fenway,0.96,990.28,,1543337120,0.81,11.81
41.19,Financial District,0.96,990.25,,1543337120,0.81,12.56
40.85,Haymarket Square,0.97,989.77,,1543337120,0.84,10.02
40.83,North End,0.96,990.23,,1543337120,0.82,12.62
40.89,North Station,0.97,989.77,,1543337120,0.84,9.99
41.3,Northeastern University,0.96,990.29,,1543337120,0.81,11.96
40.89,South Station,0.98,989.78,,1543337120,0.84,10
40.94,Theatre District,0.97,989.78,,1543337120,0.84,9.94
40.87,West End,0.97,989.77,,1543337120,0.84,9.96
38.9,Back Bay,1,1006.4,,1545025501,0.9,11.54
38.83,Boston University,1,1006.44,,1545025501,0.89,11.34
38.6,Fenway,1,1006.41,,1545025501,0.9,11.41
38.91,Haymarket Square,1,1006.39,,1545025501,0.9,11.67
38.96,North End,1,1006.39,,1545025501,0.9,11.7
38.8,North Station,1,1006.4,,1545025501,0.9,11.63
38.64,Northeastern University,1,1006.39,,1545025501,0.9,11.5
39.64,South Station,1,1006.36,,1545025501,0.87,11.74
38.74,Theatre District,1,1006.37,,1545025501,0.9,11.67
37.33,Fenway,0.62,1000.64,,1543473700,0.71,10.42
37.63,North End,0.61,1000.59,,1543473700,0.71,10.6
22.16,Back Bay,0.08,1027.95,,1544679901,0.51,5.06
22.12,Beacon Hill,0.07,1027.97,,1544679901,0.51,5.07
21.95,Boston University,0.08,1027.96,,1544679901,0.51,4.96
22.33,Fenway,0.08,1027.93,,1544679901,0.5,5.01
22.31,Financial District,0.07,1027.96,,1544679901,0.51,5.15
22.2,Haymarket Square,0.07,1027.97,,1544679901,0.51,5.1
22.26,North End,0.07,1027.97,,1544679901,0.51,5.11
22.16,North Station,0.07,1027.98,,1544679901,0.51,5.07
22.16,Northeastern University,0.08,1027.94,,1544679901,0.51,5.06
22.35,South Station,0.07,1027.96,,1544679901,0.51,5.16
22.25,Theatre District,0.07,1027.96,,1544679901,0.51,5.12
22.3,West End,0.07,1027.95,,1544679901,0.51,5.06
45.07,Boston University,0.25,1003.18,,1543891983,0.62,9.13
33.3,Back Bay,0.84,1020.02,,1543654374,0.79,4.36
33.27,Beacon Hill,0.84,1020.01,,1543654374,0.79,4.37
33.25,Boston University,0.84,1020.02,,1543654374,0.79,4.31
33.18,Fenway,0.84,1020.02,,1543654374,0.79,4.33
33.28,Financial District,0.84,1020.01,,1543654374,0.79,4.4
33.3,Haymarket Square,0.84,1020.01,,1543654374,0.79,4.38
33.33,North End,0.84,1020.01,,1543654374,0.79,4.39
33.29,North Station,0.84,1020.01,,1543654374,0.79,4.37
33.22,Northeastern University,0.84,1020.02,,1543654374,0.79,4.36
33.26,South Station,0.84,1020.01,,1543654374,0.79,4.41
33.22,Theatre District,0.84,1020.01,,1543654374,0.79,4.39
33.24,West End,0.84,1020.01,,1543654374,0.79,4.37
28.63,Haymarket Square,0.25,1033.36,,1544719501,0.56,2.13
28.65,North End,0.25,1033.36,,1544719501,0.56,2.15
28.62,West End,0.24,1033.36,,1544719501,0.56,2.11
21.34,Financial District,0.29,1028.28,,1544683502,0.56,5.04
21.38,South Station,0.29,1028.28,,1544683502,0.56,5.04
40.5,Back Bay,0.86,994.54,,1543441296,0.65,9.84
40.5,Beacon Hill,0.86,994.52,,1543441296,0.65,9.85
40.38,Boston University,0.85,994.56,,1543441296,0.65,9.71
40.29,Fenway,0.86,994.57,,1543441296,0.66,9.77
41.14,South Station,0.86,994.52,,1543441296,0.64,9.96
44.3,Back Bay,1,998.19,0.0099,1543297498,0.89,14.56
44.39,Boston University,1,998.21,0.0059,1543297498,0.89,14.4
44.69,Financial District,1,998.19,0.0128,1543297498,0.88,14.75
44.17,Haymarket Square,1,998.21,0.0099,1543297498,0.89,14.75
44.21,North End,1,998.21,0.0099,1543297498,0.89,14.78
44.09,North Station,1,998.21,0.0089,1543297498,0.9,14.72
44.02,Northeastern University,1,998.18,0.0109,1543297498,0.9,14.48
44.64,South Station,1,998.1,0.0148,1543297498,0.88,14.79
44,Theatre District,1,998.1,0.0129,1543297498,0.9,14.73
40.78,Back Bay,0.92,1013.99,,1543214431,0.92,1.66
40.79,Beacon Hill,0.92,1014,,1543214431,0.92,1.67
40.72,Boston University,0.92,1013.99,,1543214431,0.92,1.59
40.79,Haymarket Square,0.92,1014,,1543214431,0.92,1.7
40.73,North Station,0.92,1014,,1543214431,0.92,1.68
44.09,South Station,0.92,1014,,1543214431,0.81,1.73
40.67,Theatre District,0.92,1014,,1543214431,0.92,1.7
40.5,Financial District,1,1014.18,,1543212945,0.92,1.27
40.51,Haymarket Square,1,1014.19,,1543212945,0.91,1.25
40.55,North End,1,1014.19,,1543212945,0.91,1.27
40.46,North Station,1,1014.19,,1543212945,0.92,1.24
40.33,Northeastern University,1,1014.17,,1543212945,0.92,1.15
40.41,Theatre District,1,1014.18,,1543212945,0.92,1.24
36.38,Back Bay,1,1004.04,,1545039901,0.92,9.72
36.36,Boston University,1,1004.08,,1545039901,0.92,9.55
36.21,Fenway,1,1004.06,,1545039901,0.93,9.62
37.28,Financial District,1,1004.01,,1545039901,0.9,9.86
36.32,Haymarket Square,1,1004.03,,1545039901,0.93,9.8
36.35,North End,1,1004.02,,1545039901,0.93,9.83
36.25,North Station,1,1004.04,,1545039901,0.93,9.76
36.24,Northeastern University,1,1004.04,,1545039901,0.93,9.7
37.26,South Station,1,1004.01,,1545039901,0.9,9.88
36.22,Theatre District,1,1004.02,,1545039901,0.93,9.82
37.86,Back Bay,0.45,999.01,,1543467459,0.7,9.65
37.85,Beacon Hill,0.45,999,,1543467459,0.7,9.68
37.79,North Station,0.46,998.99,,1543467459,0.7,9.7
37.68,Theatre District,0.46,999,,1543467459,0.7,9.73
44.49,Fenway,0.97,1008.08,0.033,1543271718,0.88,9.1
45.48,South Station,0.97,1008.13,0.0664,1543271718,0.84,9.34
45.21,Back Bay,0.88,1009.86,,1543264509,0.83,9.35
45.23,Beacon Hill,0.88,1009.87,,1543264509,0.83,9.37
45.29,Boston University,0.88,1009.85,,1543264509,0.83,9.27
45.91,Financial District,0.88,1009.87,,1543264509,0.81,9.43
45.13,Haymarket Square,0.88,1009.87,,1543264509,0.83,9.41
45.19,North End,0.88,1009.87,,1543264509,0.83,9.42
45.02,North Station,0.88,1009.87,,1543264509,0.83,9.39
44.84,Northeastern University,0.88,1009.85,,1543264509,0.84,9.33
45.83,South Station,0.87,1009.87,,1543264509,0.81,9.43
44.88,Theatre District,0.88,1009.86,,1543264509,0.84,9.4
44.95,West End,0.88,1009.87,,1543264509,0.84,9.38
34.92,Back Bay,0.15,991.56,,1543389845,0.79,6.42
34.9,Beacon Hill,0.14,991.55,,1543389845,0.79,6.46
34.9,Boston University,0.15,991.56,,1543389845,0.79,6.31
34.81,Fenway,0.15,991.57,,1543389845,0.8,6.35
35.65,Financial District,0.14,991.54,,1543389845,0.77,6.54
34.95,Haymarket Square,0.14,991.54,,1543389845,0.79,6.51
34.97,North End,0.14,991.53,,1543389845,0.79,6.53
34.93,North Station,0.14,991.53,,1543389845,0.79,6.48
34.81,Northeastern University,0.15,991.57,,1543389845,0.8,6.4
35.63,South Station,0.14,991.55,,1543389845,0.77,6.54
34.86,Theatre District,0.14,991.55,,1543389845,0.8,6.5
34.88,West End,0.14,991.54,,1543389845,0.79,6.47
43.42,Back Bay,1,996.36,0.011,1543302920,0.91,10.83
43.38,Beacon Hill,1,996.38,0.0117,1543302920,0.91,10.89
43.41,Boston University,1,996.37,0.0093,1543302920,0.91,10.74
43.38,Fenway,1,996.34,0.0103,1543302920,0.91,10.73
43.74,Financial District,1,996.37,0.0103,1543302920,0.9,10.94
43.39,Haymarket Square,1,996.39,0.011,1543302920,0.91,10.96
43.41,North End,1,996.39,0.011,1543302920,0.91,10.98
43.37,North Station,1,996.4,0.011,1543302920,0.91,10.95
43.39,Northeastern University,1,996.33,0.01,1543302920,0.91,10.76
43.74,South Station,1,996.36,0.0103,1543302920,0.9,10.92
43.37,Theatre District,1,996.36,0.011,1543302920,0.92,10.89
43.34,West End,1,996.39,0.011,1543302920,0.91,10.93
27.3,Northeastern University,0.33,1011.44,,1545147902,0.46,14.76
40.49,Financial District,1,1014.18,,1543212734,0.91,1.22
40.45,North Station,1,1014.19,,1543212734,0.91,1.19
40.32,Northeastern University,1,1014.17,,1543212734,0.92,1.1
40.39,West End,1,1014.19,,1543212734,0.92,1.18
41.56,Boston University,0.93,1015.4,,1543237508,0.91,3.48
41.56,Fenway,0.93,1015.4,,1543237508,0.91,3.45
41.66,Financial District,0.92,1015.39,,1543237508,0.91,3.51
41.81,North End,0.93,1015.39,,1543237508,0.91,3.55
41.64,Northeastern University,0.93,1015.4,,1543237508,0.91,3.44
41.66,South Station,0.92,1015.39,,1543237508,0.91,3.49
41.67,West End,0.93,1015.39,,1543237508,0.91,3.54
36.87,Boston University,0.64,991.57,,1543410129,0.7,6.29
36.85,Haymarket Square,0.64,991.56,,1543410129,0.7,6.61
36.88,North End,0.64,991.55,,1543410129,0.7,6.64
36.84,Northeastern University,0.63,991.58,,1543410129,0.7,6.45
34.88,Back Bay,0.14,991.6,,1543390139,0.8,6.51
34.87,Beacon Hill,0.14,991.58,,1543390139,0.8,6.55
34.86,Boston University,0.15,991.6,,1543390139,0.8,6.4
34.76,Fenway,0.15,991.61,,1543390139,0.8,6.44
35.68,Financial District,0.14,991.58,,1543390139,0.77,6.63
34.91,Haymarket Square,0.14,991.57,,1543390139,0.79,6.6
34.93,North End,0.13,991.57,,1543390139,0.79,6.61
