temp,location,clouds,pressure,rain,time_stamp,humidity,wind
40.16,Northeastern University,0.91,1013.79,,1543210083,0.94,2.75
42.47,Back Bay,0.58,1007.66,,1543521174,0.54,10.66
42.46,Beacon Hill,0.58,1007.66,,1543521174,0.54,10.74
42.65,Boston University,0.59,1007.67,,1543521174,0.54,10.55
42.32,Fenway,0.58,1007.67,,1543521174,0.55,10.54
42.66,Financial District,0.58,1007.66,,1543521174,0.54,10.8
42.44,Haymarket Square,0.58,1007.66,,1543521174,0.54,10.81
42.48,North End,0.58,1007.66,,1543521174,0.54,10.84
42.4,North Station,0.58,1007.66,,1543521174,0.54,10.8
42.31,Northeastern University,0.58,1007.67,,1543521174,0.55,10.59
42.64,South Station,0.58,1007.66,,1543521174,0.54,10.79
42.33,Theatre District,0.58,1007.66,,1543521174,0.55,10.74
42.35,West End,0.58,1007.66,,1543521174,0.55,10.77
32.33,Back Bay,0.7,1033.66,,1544726701,0.56,2.34
32.24,Beacon Hill,0.7,1033.66,,1544726701,0.56,2.36
32.31,Fenway,0.7,1033.65,,1544726701,0.56,2.31
32.28,Haymarket Square,0.69,1033.67,,1544726701,0.56,2.38
32.31,North End,0.69,1033.67,,1544726701,0.56,2.38
32.28,North Station,0.69,1033.67,,1544726701,0.56,2.36
40.65,Boston University,0.94,1013.75,,1543208141,0.92,2.67
40.54,Fenway,0.94,1013.75,,1543208141,0.92,2.78
40.65,South Station,0.94,1013.76,,1543208141,0.92,2.97
40.6,Theatre District,0.94,1013.76,,1543208141,0.92,2.91
45.27,Beacon Hill,1,989.02,,1543320921,0.93,1.56
30.02,Fenway,1,1003.18,,1545119102,0.58,12.97
29.93,West End,1,1003.15,,1545119102,0.59,13.08
30.1,Back Bay,1,1003.16,,1545119101,0.58,13.04
30.01,Beacon Hill,1,1003.16,,1545119101,0.59,13.07
30.09,Boston University,1,1003.18,,1545119101,0.58,12.92
30.16,Financial District,1,1003.15,,1545119101,0.58,13.16
30.03,Haymarket Square,1,1003.15,,1545119101,0.59,13.12
30.07,North End,1,1003.15,,1545119101,0.58,13.14
30,North Station,1,1003.15,,1545119101,0.59,13.09
29.99,Northeastern University,1,1003.17,,1545119101,0.59,13.03
30.14,South Station,1,1003.15,,1545119101,0.58,13.17
29.94,Theatre District,1,1003.15,,1545119101,0.59,13.12
40.59,North Station,0.93,1013.77,,1543209238,0.92,2.95
40.46,Northeastern University,0.92,1013.75,,1543209238,0.93,3.06
33.4,Back Bay,0.14,991.21,,1543399584,0.83,5.65
33.37,Beacon Hill,0.14,991.2,,1543399584,0.83,5.65
33.52,Boston University,0.14,991.21,,1543399584,0.83,5.57
33.15,Fenway,0.14,991.22,,1543399584,0.84,5.61
33.58,Financial District,0.14,991.2,,1543399584,0.82,5.71
33.18,Haymarket Square,0.14,991.19,,1543399584,0.84,5.68
33.21,North End,0.14,991.19,,1543399584,0.84,5.69
33.13,North Station,0.14,991.19,,1543399584,0.84,5.66
33.05,Northeastern University,0.14,991.22,,1543399584,0.84,5.65
33.58,South Station,0.14,991.2,,1543399584,0.82,5.72
33.04,Theatre District,0.14,991.2,,1543399584,0.84,5.69
33.07,West End,0.14,991.19,,1543399584,0.84,5.66
46.71,Back Bay,0.91,1022.17,,1544885101,0.89,3.93
46.62,Beacon Hill,0.91,1022.17,,1544885101,0.89,3.96
46.4,Boston University,0.91,1022.17,,1544885101,0.9,3.98
46.86,Fenway,0.91,1022.16,,1544885101,0.89,3.93
46.84,Financial District,0.92,1022.16,,1544885101,0.89,3.92
46.85,Haymarket Square,0.91,1022.17,,1544885101,0.88,3.97
46.85,North End,0.92,1022.17,,1544885101,0.88,3.97
46.92,North Station,0.91,1022.17,,1544885101,0.88,3.99
46.88,Northeastern University,0.92,1022.16,,1544885101,0.89,3.89
46.85,South Station,0.92,1022.16,,1544885101,0.89,3.89
46.87,Theatre District,0.92,1022.16,,1544885101,0.89,3.91
46.88,West End,0.91,1022.17,,1544885101,0.88,3.98
41.98,Fenway,0.88,1021.54,,1544971502,0.71,7.22
42.12,South Station,0.87,1021.56,,1544971502,0.71,7.42
41.96,West End,0.87,1021.58,,1544971502,0.71,7.29
35.65,Financial District,0.14,991.55,,1543389891,0.77,6.55
34.94,Haymarket Square,0.14,991.54,,1543389891,0.79,6.52
41.01,Back Bay,0.65,1023.18,,1543697574,0.63,1.79
40.96,Beacon Hill,0.64,1023.18,,1543697574,0.63,1.78
41.09,Boston University,0.65,1023.18,,1543697574,0.63,1.79
40.93,Fenway,0.65,1023.17,,1543697574,0.63,1.8
41.37,Financial District,0.64,1023.18,,1543697574,0.62,1.78
40.94,Haymarket Square,0.64,1023.18,,1543697574,0.63,1.77
40.96,North End,0.63,1023.18,,1543697574,0.63,1.77
40.92,North Station,0.63,1023.18,,1543697574,0.63,1.77
40.9,Northeastern University,0.66,1023.17,,1543697574,0.63,1.81
41.35,South Station,0.65,1023.18,,1543697574,0.62,1.79
40.87,Theatre District,0.65,1023.18,,1543697574,0.63,1.79
40.88,West End,0.64,1023.18,,1543697574,0.63,1.77
33.49,Back Bay,0.41,991.97,,1543398144,0.84,6.74
33.22,Fenway,0.41,991.99,,1543398144,0.84,6.69
33.29,Haymarket Square,0.4,991.95,,1543398144,0.84,6.79
33.09,Northeastern University,0.41,991.99,,1543398144,0.85,6.74
34.11,South Station,0.4,991.97,,1543398144,0.82,6.83
33.08,Theatre District,0.4,991.97,,1543398144,0.85,6.8
44.29,Back Bay,1,998.12,0.0113,1543297520,0.89,14.24
44.28,Beacon Hill,1,998.13,0.011,1543297520,0.89,14.34
44.37,Boston University,1,998.14,0.0073,1543297520,0.89,14.08
44.03,Fenway,1,998.12,0.0107,1543297520,0.9,14.1
43.3,Financial District,1,998.65,0.016,1543297520,0.9,10.17
44.18,Haymarket Square,1,998.13,0.0117,1543297520,0.89,14.44
43.12,North End,1,998.67,0.012,1543297520,0.91,10.21
44.09,North Station,1,998.14,0.0097,1543297520,0.9,14.41
43.99,Northeastern University,1,998.11,0.0127,1543297520,0.9,14.16
44.64,South Station,1,998.11,0.018,1543297520,0.88,14.42
43.06,Theatre District,1,998.65,0.0147,1543297520,0.91,10.15
44.04,West End,1,998.14,0.0103,1543297520,0.9,14.38
41.27,Back Bay,0.27,1032.07,,1544805902,0.66,4.26
41.2,Beacon Hill,0.27,1032.08,,1544805902,0.66,4.28
41.35,Boston University,0.27,1032.06,,1544805902,0.66,4.24
40.88,Financial District,0.27,1032.08,,1544805902,0.67,4.29
41.16,North Station,0.26,1032.08,,1544805902,0.66,4.31
41.49,Northeastern University,0.27,1032.07,,1544805902,0.66,4.23
40.99,South Station,0.27,1032.08,,1544805902,0.67,4.28
41.3,Theatre District,0.27,1032.08,,1544805902,0.66,4.27
41.14,West End,0.27,1032.08,,1544805902,0.66,4.3
45.49,Back Bay,0.98,1012.84,,1543251908,0.86,6.09
45.49,Boston University,0.98,1012.84,,1543251908,0.86,5.91
45.58,Fenway,0.98,1012.84,,1543251908,0.86,5.97
45.47,Haymarket Square,0.98,1012.83,,1543251908,0.86,6.22
45.5,North End,0.98,1012.83,,1543251908,0.86,6.25
45.5,North Station,0.98,1012.83,,1543251908,0.86,6.18
45.66,Northeastern University,0.98,1012.85,,1543251908,0.85,6.05
45.57,South Station,0.98,1012.84,,1543251908,0.85,6.27
45.59,Theatre District,0.98,1012.84,,1543251908,0.85,6.2
45.49,West End,0.98,1012.83,,1543251908,0.86,6.16
38.61,Back Bay,0.96,1017.24,,1543618374,0.65,3.26
38.59,Beacon Hill,0.96,1017.24,,1543618374,0.65,3.2
38.58,Boston University,0.96,1017.24,,1543618374,0.65,3.37
38.42,Fenway,0.96,1017.24,,1543618374,0.66,3.36
39.7,Financial District,0.96,1017.23,,1543618374,0.63,3.15
38.61,Haymarket Square,0.96,1017.23,,1543618374,0.65,3.15
38.65,North End,0.96,1017.23,,1543618374,0.65,3.13
38.57,North Station,0.96,1017.24,,1543618374,0.65,3.16
38.46,Northeastern University,0.96,1017.24,,1543618374,0.66,3.31
39.71,South Station,0.96,1017.23,,1543618374,0.63,3.15
38.54,Theatre District,0.96,1017.24,,1543618374,0.65,3.19
38.52,West End,0.96,1017.24,,1543618374,0.66,3.18
40.67,Back Bay,0.83,994.09,,1543442529,0.63,9.24
40.64,Beacon Hill,0.83,994.08,,1543442529,0.63,9.24
40.63,Boston University,0.83,994.1,,1543442529,0.63,9.16
41.42,Financial District,0.84,994.07,,1543442529,0.61,9.3
40.76,Haymarket Square,0.84,994.07,,1543442529,0.63,9.26
40.81,North End,0.84,994.06,,1543442529,0.63,9.27
40.78,North Station,0.83,994.07,,1543442529,0.63,9.24
40.78,Northeastern University,0.84,994.1,,1543442529,0.63,9.25
41.46,South Station,0.84,994.07,,1543442529,0.61,9.31
40.86,Theatre District,0.84,994.08,,1543442529,0.63,9.29
40.73,West End,0.83,994.07,,1543442529,0.63,9.24
44.09,Back Bay,0.99,1005.3,0.1577,1543281514,0.9,11.25
44.11,Beacon Hill,0.99,1005.33,0.1881,1543281514,0.9,11.3
44.07,Boston University,0.99,1005.27,0.1301,1543281514,0.9,11.13
43.87,Fenway,0.99,1005.25,0.1231,1543281514,0.91,11.15
44.87,Financial District,0.99,1005.34,0.2125,1543281514,0.87,11.38
44.12,Haymarket Square,0.99,1005.36,0.2232,1543281514,0.9,11.37
44.17,North End,0.99,1005.37,0.2349,1543281514,0.9,11.39
44.07,North Station,0.99,1005.36,0.2178,1543281514,0.9,11.35
43.88,Northeastern University,0.99,1005.26,0.1303,1543281514,0.91,11.2
44.84,South Station,0.99,1005.33,0.204,1543281514,0.88,11.38
43.99,Theatre District,0.99,1005.32,0.1872,1543281514,0.9,11.33
44.01,West End,0.99,1005.35,0.2043,1543281514,0.9,11.33
31.41,Beacon Hill,0.83,1034.67,,1544741102,0.64,2.32
31.35,Boston University,0.83,1034.67,,1544741102,0.63,2.3
32.7,Financial District,0.84,1034.68,,1544741102,0.61,2.36
30.98,Northeastern University,0.84,1034.67,,1544741102,0.65,2.35
31.12,Theatre District,0.84,1034.67,,1544741102,0.65,2.35
31.18,West End,0.83,1034.68,,1544741102,0.64,2.31
38.84,Back Bay,1,1005.53,,1545029101,0.9,10.93
38.85,Beacon Hill,1,1005.54,,1545029101,0.9,11.01
38.77,Boston University,1,1005.57,,1545029101,0.9,10.69
38.6,Fenway,1,1005.54,,1545029101,0.91,10.76
39.65,Financial District,1,1005.51,,1545029101,0.88,11.17
38.86,Haymarket Square,1,1005.53,,1545029101,0.9,11.11
38.91,North End,1,1005.53,,1545029101,0.9,11.15
38.77,North Station,1,1005.54,,1545029101,0.91,11.06
38.65,Northeastern University,1,1005.53,,1545029101,0.91,10.88
39.63,South Station,1,1005.5,,1545029101,0.88,11.18
38.74,Theatre District,1,1005.51,,1545029101,0.91,11.09
38.71,West End,1,1005.54,,1545029101,0.91,11.03
21.25,Back Bay,0.3,1028.28,,1544683501,0.55,4.88
21.17,Beacon Hill,0.29,1028.29,,1544683501,0.56,4.93
21.07,Boston University,0.31,1028.29,,1544683501,0.55,4.73
21.17,Fenway,0.31,1028.28,,1544683501,0.55,4.77
21.22,Haymarket Square,0.29,1028.29,,1544683501,0.56,5
21.25,North End,0.29,1028.29,,1544683501,0.56,5.03
21.16,North Station,0.29,1028.29,,1544683501,0.56,4.97
21.27,Northeastern University,0.31,1028.27,,1544683501,0.55,4.85
21.3,Theatre District,0.3,1028.28,,1544683501,0.56,4.98
21.14,West End,0.29,1028.29,,1544683501,0.56,4.95
40.52,Back Bay,1,1014.17,,1543213445,0.91,1.29
40.51,North Station,1,1014.18,,1543213445,0.92,1.35
40.46,Theatre District,1,1014.17,,1543213445,0.92,1.35
38.82,Back Bay,0.76,996.84,,1543452704,0.7,9.72
38.77,Beacon Hill,0.75,996.83,,1543452704,0.7,9.74
38.82,Boston University,0.76,996.86,,1543452704,0.7,9.6
38.74,Fenway,0.75,996.99,,1543452704,0.7,9.63
37.2,Financial District,0.74,996.95,,1543452704,0.75,9.79
38.77,Haymarket Square,0.75,996.82,,1543452704,0.7,9.78
38.79,North End,0.75,996.82,,1543452704,0.7,9.8
38.74,North Station,0.75,996.82,,1543452704,0.7,9.75
38.66,Northeastern University,0.76,996.85,,1543452704,0.7,9.72
37.11,South Station,0.75,996.83,,1543452704,0.75,9.84
38.66,Theatre District,0.75,996.83,,1543452704,0.7,9.8
38.69,West End,0.75,996.83,,1543452704,0.7,9.75
36.91,Back Bay,0.53,1002.84,,1543485174,0.7,9.46
36.87,Beacon Hill,0.54,1002.83,,1543485174,0.7,9.47
37.06,Boston University,0.53,1002.85,,1543485174,0.69,9.37
36.66,Fenway,0.52,1002.85,,1543485174,0.7,9.42
36.92,Financial District,0.54,1002.82,,1543485174,0.7,9.54
36.68,Haymarket Square,0.54,1002.82,,1543485174,0.7,9.5
36.7,North End,0.55,1002.82,,1543485174,0.7,9.52
36.62,North Station,0.55,1002.82,,1543485174,0.71,9.48
36.54,Northeastern University,0.52,1002.84,,1543485174,0.71,9.47
36.91,South Station,0.54,1002.82,,1543485174,0.7,9.55
36.52,Theatre District,0.54,1002.83,,1543485174,0.71,9.52
36.57,West End,0.54,1002.83,,1543485174,0.71,9.47
50.52,Back Bay,0.86,1022.08,,1544892301,0.79,2.33
50.52,Beacon Hill,0.85,1022.08,,1544892301,0.79,2.32
50.58,Boston University,0.86,1022.09,,1544892301,0.79,2.29
50.61,Fenway,0.87,1022.08,,1544892301,0.79,2.32
50.51,Haymarket Square,0.85,1022.08,,1544892301,0.79,2.32
50.53,North End,0.85,1022.08,,1544892301,0.79,2.33
50.57,North Station,0.85,1022.08,,1544892301,0.79,2.31
50.69,Northeastern University,0.86,1022.07,,1544892301,0.79,2.35
50.12,South Station,0.85,1022.07,,1544892301,0.81,2.38
50.61,Theatre District,0.85,1022.07,,1544892301,0.79,2.36
50.55,West End,0.85,1022.08,,1544892301,0.79,2.31
38.85,Boston University,0.77,996.82,,1543452548,0.7,9.55
54.62,Boston University,0.66,999.87,,1543852377,0.79,7.5
25.04,Fenway,0.76,1006.36,,1545129902,0.53,17.84
39.66,Back Bay,0.71,1000.4,,1545086702,0.7,9.91
39.71,Beacon Hill,0.72,1000.38,,1545086702,0.7,10.04
39.54,Boston University,0.7,1000.43,,1545086702,0.7,9.6
40.57,Financial District,0.72,1000.37,,1545086702,0.67,10.23
40.52,South Station,0.76,1000.51,,1545086702,0.67,10.16
39.53,Theatre District,0.76,1000.52,,1545086702,0.7,10.06
39.56,West End,0.72,1000.37,,1545086702,0.7,10.1
40.35,Boston University,1,1014.17,,1543212944,0.91,1.09
40.26,Fenway,1,1014.17,,1543212944,0.92,1.11
40.49,South Station,1,1014.18,,1543212944,0.92,1.27
40.41,West End,1,1014.19,,1543212944,0.92,1.22
23.81,West End,0.5,1008.78,,1545137102,0.51,14.95
36.42,Back Bay,0.9,1018.82,,1543632774,0.7,3.73
36.42,Beacon Hill,0.9,1018.82,,1543632774,0.7,3.72
36.35,Boston University,0.9,1018.82,,1543632774,0.7,3.68
36.27,Fenway,0.9,1018.82,,1543632774,0.71,3.72
36.42,Financial District,0.9,1018.82,,1543632774,0.7,3.76
36.44,Haymarket Square,0.9,1018.82,,1543632774,0.7,3.73
36.47,North End,0.9,1018.82,,1543632774,0.7,3.73
36.4,North Station,0.9,1018.82,,1543632774,0.7,3.71
36.31,Northeastern University,0.9,1018.82,,1543632774,0.71,3.75
36.34,Theatre District,0.9,1018.82,,1543632774,0.7,3.75
36.35,West End,0.9,1018.82,,1543632774,0.7,3.71
29.23,Back Bay,0.6,1034.67,,1544769901,0.73,0.83
29.38,North End,0.59,1034.68,,1544769901,0.73,0.83
41.92,Back Bay,0.18,1006.43,,1543503174,0.57,10.34
41.83,Beacon Hill,0.18,1006.42,,1543503174,0.57,10.37
41.89,Boston University,0.17,1006.44,,1543503174,0.57,10.25
42.01,Fenway,0.17,1006.43,,1543503174,0.57,10.27
41.83,Financial District,0.18,1006.41,,1543503174,0.57,10.43
41.9,Haymarket Square,0.18,1006.41,,1543503174,0.57,10.42
41.91,North End,0.18,1006.41,,1543503174,0.57,10.43
41.94,North Station,0.18,1006.41,,1543503174,0.57,10.4
42,Northeastern University,0.17,1006.43,,1543503174,0.57,10.31
41.86,South Station,0.18,1006.41,,1543503174,0.57,10.43
41.93,Theatre District,0.18,1006.42,,1543503174,0.57,10.4
41.91,West End,0.18,1006.42,,1543503174,0.57,10.39
33.54,Back Bay,0.42,991.75,,1543397531,0.83,5.89
33.5,Beacon Hill,0.42,991.8,,1543397531,0.84,5.88
33.61,Boston University,0.42,991.76,,1543397531,0.83,5.81
33.3,Fenway,0.42,991.82,,1543397531,0.84,5.82
34.17,Financial District,0.42,991.74,,1543397531,0.81,5.97
33.39,Haymarket Square,0.42,991.79,,1543397531,0.84,5.91
33.41,North End,0.42,991.79,,1543397531,0.84,5.93
33.34,North Station,0.42,991.79,,1543397531,0.84,5.89
33.21,Northeastern University,0.42,991.82,,1543397531,0.84,5.87
34.13,South Station,0.42,991.8,,1543397531,0.81,5.95
33.22,Theatre District,0.42,991.75,,1543397531,0.84,5.95
